SA2_CODE21,LST_slope,LST_p,LST_trend,NDVI_slope,NDVI_p,NDVI_trend,NDBI_slope,NDBI_p,NDBI_trend
209031215,-0.03354170975890293,0.6238124360692694,no trend,0.004746078378559226,0.009530847381806318,increasing,-0.0040429356261647165,0.03356141170311466,decreasing
209041216,-0.05931071803954963,0.3623776993195864,no trend,0.004043721107825956,0.009530847381806318,increasing,-0.00433625440796942,0.0009910666009620428,decreasing
209041217,0.006283647965729111,0.9070384808036946,no trend,0.0038502627221117937,0.007235176109436026,increasing,-0.0023473461811662623,0.016147623299816338,decreasing
209041220,0.005559999884237893,0.8701367570919354,no trend,0.004836394500900308,0.00042093182771774096,increasing,-0.003033443848147052,0.0025885719761729042,decreasing
209041221,-0.00855138310883275,0.944141999801307,no trend,0.005215452049093003,0.0007079791172892591,increasing,-0.00295494832242284,0.004070304881397702,decreasing
209041223,0.010622762527569735,0.8701367570919354,no trend,0.002885937727555919,0.020769866768182377,increasing,-0.0021694039345717423,0.026505643985675675,decreasing
209041224,-0.09488621252074367,0.2723427122311102,no trend,0.004274517459235614,0.009530847381806318,increasing,-0.0031125671799598206,0.09727654970369648,no trend
209041225,-0.09285915896373137,0.29327072669776233,no trend,0.00515624434739209,0.042165578463101205,increasing,-0.0030486350346404234,0.1542575118326619,no trend
209041431,-0.031189049778745925,0.6572273920607943,no trend,0.005852599038279557,0.0007079791172892591,increasing,-0.004772079843177784,0.0008385067770961818,decreasing
209041432,-0.03795730394740547,0.5593049468922573,no trend,0.00432738068690427,0.008312365597504368,increasing,-0.0037614466029748696,0.016147623299816338,decreasing
209041433,-0.05024251316285691,0.387514377839314,no trend,0.0046935998872307,0.016147623299816338,increasing,-0.0076042579077327975,0.00016981157303574967,decreasing
209041435,-0.0860487647701188,0.3623776993195864,no trend,0.006206594131852575,0.0035073847992901364,increasing,-0.006066578163028026,0.0009910666009620428,decreasing
