SA2_CODE21,pop,elderly,median_hhd_income,median_age,IRSD_score,IRSAD_score,area_km2,pop_density,elderly_pct
211011446,23560,4415,1609,39,1015.0,992.0,11.2631,2091.7864531079367,18.739388794567063
211011447,14145,2752,1606,41,1014.0,994.0,6.9851,2025.024695423115,19.455638034641215
211011448,15334,2460,1960,39,1043.0,1016.0,9.1499,1675.865310003388,16.0427807486631
211011449,4345,630,2049,39,1056.0,1025.0,5.7163,760.1070622605531,14.499424626006904
211021261,16275,3477,2284,45,1083.0,1098.0,20.8028,782.346607187494,21.36405529953917
211021262,10112,1892,2779,46,1100.0,1106.0,45.7591,220.9833672427998,18.710443037974684
211031263,11871,1776,1800,39,1029.0,1001.0,9.909,1198.0018165304268,14.960828910791001
211031265,18059,2743,2377,41,1085.0,1075.0,9.492,1902.5495153813736,15.189102386621627
211031266,18715,3192,1660,38,1014.0,1022.0,9.9105,1888.4011906563744,17.055837563451774
211031267,21132,3592,1945,39,1048.0,1048.0,9.3929,2249.784411630061,16.997917849706607
211031268,9654,1895,2330,43,1085.0,1085.0,4.7307,2040.7127909188916,19.62916925626683
211031450,16109,2936,1566,38,1004.0,991.0,8.0982,1989.207478205033,18.225836488919235
211031451,14139,3199,1695,41,1032.0,1025.0,6.7979,2079.9070301122406,22.625362472593537
211031452,4898,799,1888,38,1040.0,1026.0,2.856,1714.9859943977592,16.312780726827274
211041269,10780,2361,1658,42,1021.0,1036.0,4.0702,2648.5185003193947,21.901669758812616
211041270,16795,2719,2030,39,1062.0,1075.0,6.6271,2534.291017187005,16.189342066091097
211041271,12413,2236,1938,39,1041.0,1059.0,5.0785,2444.225657182239,18.013373076613227
211041272,10993,2026,2042,40,1063.0,1071.0,4.6098,2384.7021562757604,18.429909942690802
211041273,11954,3211,1944,46,1060.0,1073.0,6.184,1933.0530401034928,26.86130165634934
211051274,10005,1478,2253,40,1072.0,1057.0,55.652,179.77790555595485,14.772613693153424
211051275,11779,2030,2084,38,1060.0,1037.0,22.2024,530.5282311822145,17.234060616351133
211051276,14065,3177,1594,45,1027.0,993.0,369.5236,38.062521581842134,22.587984358336296
211051277,9916,1963,1654,38,1010.0,985.0,8.2426,1203.0184650474366,19.79628882613957
211051278,19599,3573,1784,40,1035.0,1006.0,109.3817,179.17988109528378,18.2305219654064
211051279,5816,1054,1872,43,1051.0,1024.0,68.5553,84.83662094688522,18.12242090784044
211051280,6943,1346,2094,41,1068.0,1034.0,10.5431,658.5349659967181,19.38643237793461
211051281,23146,3572,1992,37,1031.0,1009.0,12.5434,1845.2732114099845,15.43247213341398
211051282,9706,1934,2102,45,1079.0,1075.0,81.8993,118.51139142825397,19.925819080980837
211051283,9799,1463,2045,38,1051.0,1014.0,16.9894,576.771398636797,14.930094907643637
211051284,9777,1422,2148,41,1071.0,1050.0,8.8907,1099.6884384806594,14.544338754219085
211051285,7902,1211,2066,39,1060.0,1019.0,111.7555,70.70792936365548,15.325234117944825
211051286,16799,3198,1439,43,995.0,955.0,729.7582,23.01995373261993,19.036847431394726
212011289,18633,2899,2176,41,1066.0,1034.0,371.6241,50.13937470686105,15.55841786078463
212011546,23632,2068,2146,33,1056.0,1036.0,33.2503,710.7304294998842,8.750846310088017
212011547,9868,1702,1897,40,1046.0,1003.0,365.9627,26.96449665498697,17.247669233887315
212011548,10069,1615,1823,35,1020.0,975.0,414.663,24.28236905631802,16.039328632436188
212011549,15441,1770,1651,32,979.0,949.0,18.929,815.7324739817212,11.462988148435983
212011550,7479,697,1887,32,1025.0,999.0,24.6776,303.06836969559436,9.319427730980077
212011551,6439,1206,1235,35,948.0,924.0,30.9414,208.10305933151054,18.72961640006212
212011552,26783,2906,1803,33,990.0,968.0,22.2782,1202.206641470137,10.850166150169883
212021293,22963,4911,1885,43,1057.0,1042.0,19.748,1162.8012963338058,21.3865784087445
212021295,11889,1611,1262,34,832.0,859.0,5.1935,2289.2076634254354,13.550340651021953
212021297,11472,1865,1496,36,917.0,925.0,8.0565,1423.943399739341,16.25697350069735
212021299,8241,1450,2659,43,1068.0,1066.0,34.4086,239.50407746900484,17.594952068923675
212021453,12086,1977,1823,39,996.0,989.0,14.4746,834.979895817501,16.357769319874237
212021454,13360,2309,1733,39,998.0,996.0,5.5873,2391.13704293666,17.28293413173653
212021455,13504,1518,1920,36,1010.0,986.0,4.874,2770.6196142798526,11.24111374407583
212021456,14758,1881,1615,35,953.0,945.0,9.3054,1585.960839942399,12.745629489090662
212021553,17760,1534,2361,35,1059.0,1051.0,9.8836,1796.9161034440892,8.637387387387388
212021554,11254,773,2175,34,1044.0,1031.0,4.9713,2263.794178585078,6.868668917718145
212031300,21281,2635,1477,35,920.0,906.0,13.027,1633.6071236662317,12.381936939053615
212031303,17400,1722,2228,32,1054.0,1031.0,81.662,213.07340011265947,9.89655172413793
212031304,21535,1598,1903,32,989.0,973.0,12.898,1669.6387036749884,7.420478291153936
212031306,18027,1294,2330,33,1021.0,1026.0,7.3583,2449.8865227022548,7.178121706329395
212031308,8024,1266,1895,40,1036.0,988.0,98.5112,81.45266731092505,15.77766699900299
212031457,13152,1352,2352,36,1030.0,1023.0,6.2204,2114.3334833772747,10.279805352798054
212031458,16713,1379,2011,33,968.0,965.0,6.7771,2466.099068923286,8.251062047507927
212031555,10535,690,2288,32,1066.0,1067.0,6.8833,1530.5158862754784,6.5495965828191745
212031556,14802,413,2193,29,1046.0,1042.0,19.6543,753.1176383793877,2.790163491420078
212031557,23415,1996,1931,31,1001.0,984.0,11.0254,2123.732472291255,8.524450138799915
212031558,12289,1051,1958,30,1019.0,1004.0,5.3272,2306.8403664213843,8.552363902677191
212031559,12772,603,2184,30,1013.0,1012.0,5.4545,2341.552846273719,4.721265267773254
212031560,11910,1101,1686,34,946.0,931.0,4.7849,2489.080231561788,9.244332493702771
212031561,12715,1143,1623,32,917.0,917.0,8.2189,1547.0440083222816,8.989382618953991
212031562,13368,1526,1462,34,893.0,898.0,5.1234,2609.204824920951,11.415320167564333
212041309,11554,2837,1659,44,990.0,995.0,6.3227,1827.3838708146836,24.554266920546997
212041310,13381,2077,1630,34,954.0,979.0,7.938,1685.6890904509953,15.522008818473957
212041312,22526,4148,1436,38,926.0,934.0,9.459,2381.4356697325297,18.414276835656572
212041313,10499,2321,1981,45,1066.0,1048.0,7.2437,1449.3974074022944,22.10686732069721
212041316,7456,1458,1453,40,936.0,936.0,3.7574,1984.3508809283014,19.554721030042916
212041317,22248,3642,1401,36,845.0,900.0,11.1052,2003.385801246263,16.370010787486518
212041318,12621,2057,1505,38,831.0,878.0,4.56,2767.763157894737,16.298233103557564
212041459,12739,1773,1359,35,904.0,921.0,3.7671,3381.6463592684026,13.91788994426564
212041460,19591,3186,1399,36,853.0,888.0,4.7946,4086.0551453718767,16.26256954724108
212041563,21487,3110,1208,35,828.0,872.0,8.041,2672.1800771048374,14.473867920137758
212041564,9350,1197,1288,32,818.0,864.0,53.7832,173.84610807835904,12.802139037433156
212041565,15096,3113,1525,40,914.0,924.0,6.6053,2285.437451743297,20.621356650768416
212041566,15093,1164,2493,34,1039.0,1074.0,23.6738,637.5402343518996,7.712184456370502
212051319,19507,2981,2011,36,1033.0,1067.0,6.7088,2907.6735034581443,15.281693750961193
212051321,21603,4644,1949,42,1055.0,1084.0,9.1645,2357.2480768181567,21.49701430356895
212051322,21036,3789,1890,39,1039.0,1074.0,7.6758,2740.561244430548,18.011979463776385
212051323,16073,2948,2049,40,1065.0,1091.0,6.484,2478.871067242443,18.341317737821193
212051324,19265,3627,2079,40,1068.0,1092.0,8.7006,2214.215111601499,18.82688813911238
212051325,19889,3904,1913,40,1038.0,1043.0,10.7189,1855.5075614102193,19.628940620443462
212051326,22928,3492,1956,37,1038.0,1056.0,10.1702,2254.4296080706376,15.230286113049546
212051327,20652,6067,1818,48,1066.0,1080.0,10.4394,1978.2746134835338,29.377300019368587
212051567,9829,799,1278,26,981.0,1029.0,5.2293,1879.6014762970185,8.129006002645234
212051568,12052,1386,1711,30,983.0,1013.0,4.1819,2881.94361414668,11.500165947560571
213011328,7502,1170,1366,36,903.0,930.0,4.5883,1635.028223960944,15.59584110903759
213011329,10038,1031,2062,36,951.0,968.0,4.4061,2278.2052154966977,10.270970312811317
213011331,8077,1255,1486,39,899.0,902.0,3.5055,2304.093567251462,15.537947257645165
213011332,13082,2747,1553,42,965.0,959.0,7.6597,1707.899787197932,20.998318299954136
213011333,13983,2457,1246,38,827.0,854.0,4.4323,3154.795478645399,17.571336623042267
213011334,20581,3449,1183,36,825.0,863.0,6.5225,3155.3852050594096,16.758175015791263
213011335,17454,3319,1232,38,821.0,869.0,6.2647,2786.0871230865005,19.015698407241892
213011336,9445,1250,1566,35,931.0,957.0,4.732,1995.984784446323,13.234515616728428
213011337,12047,1978,1399,37,865.0,904.0,8.0239,1501.3895985742595,16.41902548352287
213011338,18558,3380,1416,38,884.0,906.0,12.9688,1430.9727962494603,18.213169522577864
213011339,11726,1595,1820,37,983.0,968.0,3.9479,2970.1866815268877,13.602251407129456
213011340,16910,2904,2167,45,1042.0,1026.0,18.4632,915.8759045019282,17.173270254287402
213011569,18004,2588,1459,35,899.0,912.0,8.0769,2229.073035446768,14.374583425905355
213011570,8653,436,2271,32,987.0,995.0,13.2579,652.6674661899698,5.038714896567664
213021341,13556,2655,1861,42,1040.0,1048.0,17.6826,766.6293418388698,19.585423428740043
213021342,18479,3324,1573,41,983.0,967.0,10.5419,1752.909817015908,17.987986362898425
213021343,14931,2752,1740,37,968.0,993.0,16.1844,922.5550530140135,18.431451342843747
213021344,18753,2097,2555,38,1075.0,1103.0,8.8407,2121.212121212121,11.182210846264597
213021345,4952,563,2042,37,1024.0,1006.0,1.6199,3056.978825853448,11.369143780290791
213021346,15912,2905,2382,45,1067.0,1101.0,7.3463,2165.9883206512122,18.256661639014578
213031347,19068,2249,1686,34,925.0,965.0,7.4843,2547.7332549470225,11.794629746171596
213031348,17131,1878,1763,34,987.0,1030.0,4.9671,3448.893720682088,10.96258245286323
213031349,12573,1432,2020,36,1045.0,1063.0,5.4934,2288.7464957949537,11.389485405233437
213031350,9247,886,2364,37,1060.0,1103.0,1.6803,5503.183955246087,9.581485887314804
213031351,11735,1169,1988,35,1016.0,1046.0,5.9807,1962.1448994264886,9.961653174265019
213031352,15463,1656,2483,37,1077.0,1109.0,5.62,2751.423487544484,10.709435426501972
213041353,24717,3989,1807,37,1011.0,983.0,196.2983,125.9155071643514,16.138689970465673
213041358,21208,2101,1621,33,940.0,920.0,24.2021,876.2875948781303,9.906639004149378
213041359,17553,664,2123,31,1035.0,1029.0,125.7609,139.57438281691685,3.782829146014926
213041360,19539,1519,2315,34,1034.0,1023.0,5.9679,3274.0159855225456,7.774195199344899
213041461,5800,919,1871,37,982.0,982.0,2.552,2272.7272727272725,15.844827586206897
213041462,6377,356,2246,33,1006.0,1007.0,1.9954,3195.8504560489123,5.582562333385605
213041463,20365,1814,2133,35,1014.0,1011.0,6.9526,2929.120041423352,8.907439233979868
213041571,9829,1151,1627,33,952.0,937.0,10.6929,919.2080726463354,11.710245192796826
213041572,7598,193,2056,29,1007.0,1001.0,19.7593,384.52779197643645,2.5401421426691235
213041573,2990,238,2562,35,1090.0,1056.0,69.4885,43.02870259107622,7.959866220735785
213041574,10098,463,2254,31,1047.0,1035.0,58.7312,171.93587054240336,4.585066349772232
213041575,16182,1536,2212,36,1035.0,1013.0,7.8166,2070.209554026047,9.492028179458657
213041576,11632,1404,1556,35,947.0,921.0,120.8438,96.25648978267813,12.070151306740028
213041577,7886,1594,1061,39,849.0,843.0,9.8614,799.6836149025494,20.213035759573927
213041578,16658,1831,1363,32,877.0,881.0,11.0206,1511.5329473894344,10.991715692159923
213051361,18446,2295,1705,37,970.0,955.0,10.9136,1690.184723647559,12.441721782500272
213051362,18772,2932,1470,37,944.0,936.0,7.0114,2677.354023447528,15.619007031749414
213051363,11459,699,2091,32,993.0,1015.0,22.2451,515.1246791428224,6.1000087267649885
213051368,16810,2593,1802,37,1005.0,1001.0,114.0332,147.41320948636013,15.425342058298632
213051464,19274,1129,2381,33,1051.0,1072.0,19.0354,1012.5345409079926,5.85763204316696
213051466,19091,803,2522,33,1072.0,1087.0,9.4219,2026.2367463038238,4.206170446807396
213051467,19010,2895,1374,36,895.0,897.0,7.7569,2450.721293300159,15.228826933193057
213051468,22341,1794,1995,32,1007.0,992.0,127.6631,174.99966709252712,8.030079226534175
213051579,10616,379,2309,31,1041.0,1037.0,72.0339,147.37505535588105,3.5700828937452904
213051580,14167,1305,2185,36,1040.0,1033.0,5.5527,2551.3714049021196,9.211547963577328
213051581,9565,597,2439,34,1054.0,1057.0,2.938,3255.6160653505785,6.241505488761108
213051582,10132,212,2086,29,1025.0,1021.0,36.7062,276.0296625638175,2.0923805763916303
213051583,28116,1332,2164,30,1015.0,1011.0,7.9607,3531.850214177145,4.737516005121639
213051584,7197,115,2198,29,1032.0,1031.0,14.3452,501.7009173800295,1.597888008892594
213051585,11182,730,1885,31,988.0,981.0,3.1301,3572.4098271620715,6.528349132534431
213051586,9340,164,2307,30,1040.0,1046.0,17.5191,533.1324097699082,1.7558886509635976
213051587,9596,282,2337,31,1050.0,1053.0,4.2675,2248.6233157586407,2.938724468528554
213051588,19065,885,1947,30,992.0,995.0,5.3778,3545.129978801741,4.642014162077104
213051589,9032,371,1862,29,980.0,976.0,51.2497,176.23517796201736,4.107617360496015
213051590,13546,1239,1766,33,958.0,947.0,4.9575,2732.425617750883,9.146611545843792
214011370,21976,2961,1658,36,986.0,950.0,20.308,1082.1351191648612,13.473789588642154
214011371,23586,4129,1383,39,972.0,962.0,11.6244,2029.0079487973574,17.50614771474604
214011372,19453,3585,1313,38,925.0,909.0,13.2382,1469.45959420465,18.42903408214671
214011373,18801,4132,2038,44,1069.0,1062.0,14.5603,1291.2508670837826,21.977554385405032
214011374,24939,3762,1950,38,1040.0,1005.0,37.6199,662.9204224359979,15.084806928906533
214011375,17215,3083,1500,40,997.0,979.0,12.4321,1384.7218088657587,17.908800464711007
214011376,13303,1527,2224,38,1049.0,1028.0,19.8152,671.3533045338932,11.478613846500789
214021377,13366,4108,1398,51,1026.0,998.0,45.0575,296.64317816123844,30.734699985036663
214021378,5995,1956,2197,56,1093.0,1095.0,287.3793,20.86093187644343,32.627189324437026
214021379,23970,5377,1407,42,1006.0,969.0,108.8841,220.14233483125633,22.43220692532332
214021381,18734,4171,2547,45,1104.0,1115.0,23.2077,807.232082455392,22.264332230169746
214021382,19846,4720,2097,46,1079.0,1068.0,30.2094,656.9478374280853,23.783130101783733
214021383,19811,6387,1430,53,1040.0,1016.0,67.1876,294.8609564860182,32.239664832668716
214021384,22944,7657,1155,52,982.0,948.0,23.7957,964.207819059746,33.37255927475592
214021385,18522,3524,1781,41,1036.0,999.0,117.354,157.8301549158955,19.02602310765576
214021591,15175,3946,1502,45,1020.0,995.0,14.6884,1033.1281827836933,26.003294892915978
214021592,10581,4095,1389,57,1043.0,1036.0,6.4044,1652.1454000374742,38.70144598809186
215011386,8500,2060,1216,45,929.0,904.0,161.179,52.736398662356756,24.235294117647058
215011387,3204,799,1384,49,1020.0,998.0,4023.1983,0.7963813267668164,24.93757802746567
215011388,16985,3691,1347,40,978.0,948.0,83.0691,204.46832817497722,21.730939063879894
215011389,3471,659,1567,46,1049.0,1012.0,4251.4674,0.8164239951598828,18.98588303082685
215011390,6956,1919,1179,50,953.0,934.0,11042.793,0.6299131026000397,27.58769407705578
215011391,3453,1025,993,52,951.0,920.0,3008.5749,1.1477194734290976,29.684332464523607
215011392,8504,2181,1184,48,951.0,921.0,2743.4313,3.099767798085558,25.646754468485415
215011393,2766,759,1176,52,983.0,967.0,5686.3869,0.48642486848722866,27.440347071583517
215011394,6501,1901,1099,52,945.0,922.0,7139.5816,0.9105575598435628,29.241655129980003
215021395,7700,1334,1716,40,1031.0,987.0,88.5725,86.93443224477123,17.324675324675326
215021396,4976,1007,1338,43,958.0,922.0,101.7138,48.92158192890247,20.237138263665592
215021398,3726,877,1239,46,975.0,947.0,21568.7961,0.1727495583307035,23.537305421363392
215021399,6138,1108,1346,41,931.0,902.0,246.7231,24.87809207974446,18.0514825676116
215021469,18027,3582,1210,39,885.0,888.0,25.117,717.7210654138631,19.870194707938094
215021470,16408,3257,1407,39,949.0,932.0,50.9981,321.73747649422234,19.85007313505607
215031400,6184,1783,1089,52,975.0,946.0,8068.6848,0.766419825942389,28.832470892626134
215031401,6719,2001,1114,52,972.0,934.0,3568.3246,1.882956500089706,29.781217443071885
215031402,3960,1228,1006,51,919.0,895.0,146.6076,27.010878017237854,31.01010101010101
215031403,3740,568,1347,36,823.0,867.0,181.5961,20.595155953239082,15.187165775401072
215031404,11186,2346,1390,38,961.0,940.0,126.5903,88.36380038596954,20.972644376899694
215031405,6477,1249,1373,43,973.0,940.0,5759.5788,1.1245614002190576,19.283618959394783
216011406,15636,3807,1347,45,971.0,937.0,183.9532,84.99988040436371,24.347659247889485
216011407,11121,2759,1228,45,961.0,926.0,738.862,15.051525183322461,24.80892006114558
216011408,3927,771,1428,45,998.0,960.0,1646.4376,2.3851496102858682,19.63330786860199
216011409,4016,1152,1166,50,948.0,918.0,351.6446,11.420621843759294,28.68525896414343
216011410,4193,1156,1072,52,941.0,916.0,1633.8861,2.5662743565784667,27.56975912234677
216021411,6465,1923,1057,48,910.0,889.0,131.7229,49.08030418401052,29.744779582366586
216021412,2843,603,1361,48,989.0,956.0,1498.8283,1.8968149987560283,21.209989447766446
216021413,12555,2904,1243,46,966.0,934.0,2320.6721,5.410070642896944,23.130227001194744
216021414,8661,2936,1149,52,974.0,934.0,94.6968,91.46032389690043,33.89908786514259
216031415,8312,1905,1121,43,890.0,873.0,39.9733,207.93879914843157,22.91867179980751
216031416,19928,3533,1560,38,961.0,949.0,65.6581,303.51167639636236,17.728823765556
216031418,4017,680,1628,43,1034.0,999.0,1055.5777,3.8054991120028396,16.92805576300722
216031419,10346,2169,1379,45,975.0,950.0,1028.6793,10.057556324891538,20.96462400927895
216031593,9082,1516,2001,38,1042.0,1015.0,77.4435,117.27259227695029,16.692358511341116
216031594,16520,3286,1144,37,854.0,864.0,65.8306,250.9471279313875,19.8910411622276
217011420,8920,2408,1234,51,979.0,942.0,6121.4257,1.4571768795625504,26.99551569506726
217011421,10346,2716,1247,45,984.0,944.0,198.3369,52.163767811234315,26.251691474966172
217011422,11230,2784,1200,47,931.0,902.0,63.985,175.5098851293272,24.79073909171861
217011423,6301,1586,1289,49,1011.0,991.0,6562.6438,0.9601313421886466,25.170607840025394
217031471,3491,1071,1129,50,967.0,928.0,98.1179,35.57964448892608,30.67888857061014
217031472,12756,3094,1250,42,939.0,903.0,54.7344,233.05270542839602,24.255252430228914
217031473,5669,1193,1441,45,1027.0,988.0,1934.2762,2.9308120525910417,21.044275886399717
217031474,5395,1353,1183,49,963.0,939.0,2538.3285,2.1254144213406576,25.078776645041707
217031475,7180,1562,1406,45,1010.0,979.0,1805.2081,3.9773807795345033,21.754874651810585
217031476,4008,1103,1167,52,1004.0,977.0,1505.8895,2.661549868034806,27.519960079840324
217041477,7018,1339,1513,42,1011.0,986.0,3275.7989,2.1423781539214755,19.079509831860932
217041478,10014,2412,1522,46,1040.0,1005.0,2037.7626,4.914213265078081,24.08627920910725
217041479,22405,4390,1451,40,994.0,956.0,62.4199,358.94001752646193,19.593840660566837
217041480,13337,3184,1380,44,999.0,972.0,120.1957,110.96070824497049,23.873434805428506
297979799,38,4,0,50,,,,,10.526315789473683
299999499,9089,794,0,0,,,,,8.735834525250302
