SA2_CODE21,LST,NDVI,NDBI,pop,elderly,median_hhd_income,median_age,IRSD_score,IRSAD_score,area_km2,pop_density,elderly_pct,SUHI
210031538,34.12994227333551,0.3616454639622835,-0.03530970994380503,17214,2372,2003,36,1041.0,1048.0,4.631,3717.1237313755128,13.779481817125596,0.526803959861418
210041240,34.749340053801646,0.3918550933421548,0.05271576590404252,13671,1968,2106,39,1041.0,1013.0,129.5487,105.52788256462628,14.395435593592277,1.1462017403275553
210041539,35.222041019482745,0.3590260921367771,0.07683599071273983,5237,422,2009,32,1037.0,1004.0,51.8922,100.92075494968417,8.05804850105022,1.6189027060086545
210041540,34.28700342312065,0.37843495401752314,0.0236666178106828,14985,2621,1727,38,1014.0,990.0,41.4496,361.5233922643403,17.490824157490824,0.6838651096465611
210041541,34.34770232163276,0.42500266780858353,0.0264598230013205,11166,1481,1987,36,1036.0,997.0,37.7941,295.4429395064309,13.263478416621888,0.7445640081586689
210051242,34.657756121404255,0.32732060166866106,-0.028674458942988,13859,1641,1172,33,789.0,840.0,8.8268,1570.1046811981691,11.840681145825815,1.054617807930164
210051243,35.960310427496516,0.24203343090817184,0.025771458643392718,16057,2511,1104,34,791.0,836.0,18.1867,882.8979419025992,15.63803948433705,2.3571721140224255
210051245,34.464257766125264,0.3952265520513175,-0.02811457675310832,18024,3619,1600,41,979.0,965.0,13.936,1293.340987370838,20.07878384376387,0.8611194526511738
210051246,34.521512821760226,0.392941716670704,0.027523722562319507,22095,2427,2250,35,1033.0,1032.0,95.906,230.3818322107063,10.984385607603532,0.918374508286135
210051247,34.482438261046795,0.36711694477604395,-0.04266592665437645,14890,1744,1274,34,800.0,845.0,4.6252,3219.320245611,11.712558764271323,0.8792999475727044
210051248,34.96978309179742,0.347365900216844,0.013527932655177249,126,22,1437,38,1064.0,1053.0,30.3848,4.146810247228878,17.46031746031746,1.3666447783233266
210051250,35.129837251360286,0.28445237069264684,0.0007799640877902411,6576,1321,1404,40,969.0,952.0,3.8595,1703.8476486591526,20.088199513382,1.526698937886195
210051441,34.75427084112816,0.347897432303388,-0.01235772468073317,8099,898,1523,34,925.0,909.0,3.9685,2040.8214690689176,11.087788615878504,1.1511325276540703
210051442,34.8968180573252,0.3788973224161466,0.030350656449725722,12309,743,1958,32,968.0,972.0,13.3514,921.9257905537996,6.036233650174669,1.2936797438511078
210051443,34.52867808570568,0.35555910157002285,-0.015078901607608131,21673,1479,1835,32,946.0,955.0,11.9142,1819.0898255862755,6.824159091957735,0.9255397722315877
210051445,34.952090413178794,0.37015129213996645,0.06780119367956093,23374,828,1982,30,1001.0,997.0,70.8359,329.97392565069407,3.542397535723454,1.3489520997047038
210051542,36.06544592587039,0.2775581138951294,0.00740791318396197,9842,343,1876,30,965.0,977.0,1.9198,5126.575684967184,3.4850640113798006,2.4623076123963017
210051543,35.47974334640666,0.3107618594309669,0.005650337794454071,12999,960,1752,31,934.0,954.0,4.089,3179.0168745414526,7.385183475651972,1.8766050329325665
210051544,35.97872209617654,0.26602376564904684,0.02292702654199798,9479,872,1642,34,895.0,920.0,8.8762,1067.9119443004888,9.199282624749443,2.3755837827024493
210051545,35.782892058047864,0.31530279091925106,-0.027190060298699907,14658,1124,1619,30,854.0,899.0,3.4138,4293.7489015173705,7.668167553554372,2.179753744573773
211011251,34.20976389464066,0.36028087484561977,-0.05312660303778961,12589,2224,1610,38,1004.0,987.0,8.0437,1565.0757735867824,17.666216538247674,0.6066255811665684
211011254,33.14679616889008,0.4148417512568236,-0.08672509522766345,16601,2696,1953,39,1052.0,1042.0,15.2651,1087.5133474395843,16.239985543039577,-0.45634214458401345
211011255,29.81419382422347,0.6027049287608761,-0.16792432286285713,6594,787,2756,41,1097.0,1088.0,18.494,356.54806964420897,11.935092508340915,-3.788944489250621
211011256,33.67210205720586,0.4418975741893794,-0.09988883933087682,15418,2504,2083,41,1054.0,1041.0,8.2003,1880.175115544553,16.240757556103254,0.06896374373177139
211011257,33.87768094335462,0.437645930939773,-0.09935478717657605,7905,1166,2285,41,1081.0,1073.0,4.1688,1896.229130685089,14.750158127767236,0.27454262988052847
211011258,32.38115402743618,0.48687181678399805,-0.10841878114154817,10375,1622,2363,42,1075.0,1065.0,9.3532,1109.2460334430998,15.633734939759035,-1.2219842860379089
211011259,32.86973310965948,0.47695163445152905,-0.1241473292927496,14341,3053,1883,41,1045.0,1044.0,8.3064,1726.500048155639,21.28861306742905,-0.7334052038146126
211011260,32.607361708636496,0.4724919963938465,-0.1110713133760272,17942,4144,1821,44,1046.0,1048.0,13.3559,1343.376335552078,23.09664474417568,-0.9957766048375944
211011446,32.210044675295606,0.47890094822214324,-0.1330739867238071,23560,4415,1609,39,1015.0,992.0,11.2631,2091.7864531079367,18.739388794567063,-1.3930936381784846
211011447,32.137244002156926,0.489578300261175,-0.13589113885164528,14145,2752,1606,41,1014.0,994.0,6.9851,2025.024695423115,19.45563803464121,-1.4658943113171645
211011448,32.3088274102877,0.4913640663187294,-0.1349269062987779,15334,2460,1960,39,1043.0,1016.0,9.1499,1675.865310003388,16.0427807486631,-1.2943109031863926
211011449,27.359796493724275,0.6589866482524686,-0.2659724885881118,4345,630,2049,39,1056.0,1025.0,5.7163,760.1070622605531,14.499424626006904,-6.243341819749816
211021261,30.108604538774465,0.5802006760892715,-0.17538406599702086,16275,3477,2284,45,1083.0,1098.0,20.8028,782.346607187494,21.36405529953917,-3.494533774699626
211021262,29.834868307625623,0.5927911167231541,-0.13864408480158297,10112,1892,2779,46,1100.0,1106.0,45.7591,220.9833672427998,18.710443037974684,-3.7682700058484677
211031263,32.798242146551836,0.4420116261023555,-0.10355116147710804,11871,1776,1800,39,1029.0,1001.0,9.909,1198.0018165304268,14.960828910791,-0.804896166922255
211031265,31.63558747373449,0.527715023557907,-0.15651114566447072,18059,2743,2377,41,1085.0,1075.0,9.492,1902.5495153813736,15.189102386621627,-1.9675508397396015
211031266,33.24422172453687,0.42328341176903345,-0.09309955283345184,18715,3192,1660,38,1014.0,1022.0,9.9105,1888.4011906563744,17.055837563451774,-0.35891658893721967
211031267,31.797163479033316,0.49976097490072585,-0.13718101891002732,21132,3592,1945,39,1048.0,1048.0,9.3929,2249.784411630061,16.997917849706607,-1.8059748344407751
211031268,31.824602294519526,0.5190915017745258,-0.1537510429386677,9654,1895,2330,43,1085.0,1085.0,4.7307,2040.712790918892,19.62916925626683,-1.778536018954565
211031450,32.82968998488383,0.4913103215544704,-0.12808799931485895,16109,2936,1566,38,1004.0,991.0,8.0982,1989.207478205033,18.225836488919235,-0.7734483285902627
211031451,32.48402352877475,0.4975165669470579,-0.13313052654501228,14139,3199,1695,41,1032.0,1025.0,6.7979,2079.9070301122406,22.625362472593537,-1.1191147846993417
211031452,33.05695661830111,0.43622037164119243,-0.09354116606009212,4898,799,1888,38,1040.0,1026.0,2.856,1714.9859943977592,16.312780726827274,-0.546181695172983
211041269,32.66541721435759,0.43386255423406117,-0.0974409085320371,10780,2361,1658,42,1021.0,1036.0,4.0702,2648.5185003193947,21.901669758812616,-0.9377210991165015
211041270,32.697564265061,0.4451981763515499,-0.09852229530962112,16795,2719,2030,39,1062.0,1075.0,6.6271,2534.291017187005,16.189342066091097,-0.9055740484130936
211041271,33.38254352264443,0.38887728170842717,-0.07114313821968042,12413,2236,1938,39,1041.0,1059.0,5.0785,2444.225657182239,18.013373076613227,-0.22059479082965794
211041272,32.29676016070002,0.463785948003164,-0.11329221458240582,10993,2026,2042,40,1063.0,1071.0,4.6098,2384.7021562757604,18.4299099426908,-1.306378152774073
211041273,32.410142347624756,0.48402969649846456,-0.1312222985080969,11954,3211,1944,46,1060.0,1073.0,6.184,1933.0530401034928,26.86130165634934,-1.1929959658493345
211051274,27.19761601337541,0.6677687389391125,-0.24584906918145183,10005,1478,2253,40,1072.0,1057.0,55.652,179.77790555595485,14.772613693153424,-6.405522300098681
211051275,33.42211243555415,0.4969104475279479,-0.05928133568646203,11779,2030,2084,38,1060.0,1037.0,22.2024,530.5282311822145,17.234060616351133,-0.18102587791994296
211051276,26.151644297900003,0.6978061775455769,-0.27840750345026766,14065,3177,1594,45,1027.0,993.0,369.5236,38.06252158184213,22.587984358336296,-7.451494015574088
211051277,32.50226810529813,0.48115797017047124,-0.11645725154094425,9916,1963,1654,38,1010.0,985.0,8.2426,1203.0184650474366,19.79628882613957,-1.1008702081759623
211051278,32.14600991647779,0.5349836609113364,-0.08350965268112484,19599,3573,1784,40,1035.0,1006.0,109.3817,179.17988109528378,18.2305219654064,-1.4571283969963034
211051279,29.234920642948644,0.6444760637006844,-0.214704717191558,5816,1054,1872,43,1051.0,1024.0,68.5553,84.83662094688522,18.12242090784044,-4.368217670525446
211051280,28.172287701576032,0.6183943828503773,-0.2346288359142255,6943,1346,2094,41,1068.0,1034.0,10.5431,658.5349659967181,19.38643237793461,-5.430850611898059
211051281,32.46162868149278,0.5202818499181971,-0.1475237467355531,23146,3572,1992,37,1031.0,1009.0,12.5434,1845.2732114099845,15.43247213341398,-1.1415096319813074
211051282,23.53731896743702,0.7474924761927506,-0.3781903844359616,9706,1934,2102,45,1079.0,1075.0,81.8993,118.51139142825396,19.92581908098084,-10.06581934603707
211051283,28.54777051989914,0.6349178498566795,-0.22783423380179785,9799,1463,2045,38,1051.0,1014.0,16.9894,576.771398636797,14.930094907643635,-5.055367793574952
211051284,26.36961226044381,0.6837855337783484,-0.2978799074714237,9777,1422,2148,41,1071.0,1050.0,8.8907,1099.6884384806594,14.544338754219083,-7.233526053030282
211051285,30.52470773663951,0.5979419424803687,-0.1509086921414264,7902,1211,2066,39,1060.0,1019.0,111.7555,70.70792936365548,15.325234117944824,-3.078430576834581
211051286,23.078381944951914,0.7728113997506632,-0.39427948794883705,16799,3198,1439,43,995.0,955.0,729.7582,23.01995373261993,19.03684743139473,-10.524756368522176
212011289,25.517959154496378,0.7044060463812902,-0.30540367397755785,18633,2899,2176,41,1066.0,1034.0,371.6241,50.13937470686105,15.55841786078463,-8.085179158977713
212011546,30.935448277347565,0.5695957890217199,-0.16094683929453976,23632,2068,2146,33,1056.0,1036.0,33.2503,710.7304294998842,8.750846310088017,-2.667690036126526
212011547,30.638124984484552,0.5929039760065302,-0.1314513818841638,9868,1702,1897,40,1046.0,1003.0,365.9627,26.96449665498697,17.247669233887315,-2.9650133289895386
212011548,32.653781079153156,0.5280067193656324,-0.057260162616195265,10069,1615,1823,35,1020.0,975.0,414.663,24.28236905631802,16.039328632436188,-0.9493572343209351
212011549,32.23883359333024,0.5493062152832515,-0.1218794740209391,15441,1770,1651,32,979.0,949.0,18.929,815.7324739817212,11.462988148435985,-1.3643047201438492
212011550,31.205830253505503,0.5716161805295547,-0.14087264872707822,7479,697,1887,32,1025.0,999.0,24.6776,303.0683696955944,9.319427730980076,-2.397308059968587
212011551,32.33244482889189,0.49606702534665087,-0.06441065451401823,6439,1206,1235,35,948.0,924.0,30.9414,208.1030593315105,18.72961640006212,-1.2706934845822033
212011552,33.939910157538606,0.4433117080828274,-0.04842496750451689,26783,2906,1803,33,990.0,968.0,22.2782,1202.206641470137,10.850166150169883,0.3367718440645149
212021293,32.54400328281432,0.5332087475566961,-0.1440398296348484,22963,4911,1885,43,1057.0,1042.0,19.748,1162.8012963338058,21.3865784087445,-1.0591350306597676
212021295,33.84418159977284,0.4222162035368888,-0.08974587734848673,11889,1611,1262,34,832.0,859.0,5.1935,2289.2076634254354,13.550340651021951,0.24104328629874772
212021297,34.851587401176296,0.33177131252201486,-0.029128356523975517,11472,1865,1496,36,917.0,925.0,8.0565,1423.943399739341,16.25697350069735,1.2484490877022054
212021299,30.882634528077865,0.5858648942686229,-0.1583765275200233,8241,1450,2659,43,1068.0,1066.0,34.4086,239.50407746900484,17.594952068923675,-2.7205037853962253
212021453,30.776730143497957,0.5713648684996893,-0.14588535496999763,12086,1977,1823,39,996.0,989.0,14.4746,834.979895817501,16.357769319874237,-2.8264081699761334
212021454,34.17137510922086,0.4255974158622699,-0.09267653805521141,13360,2309,1733,39,998.0,996.0,5.5873,2391.13704293666,17.28293413173653,0.5682367957467704
212021455,34.493712265918674,0.43628916396529205,-0.10047698406098848,13504,1518,1920,36,1010.0,986.0,4.874,2770.6196142798526,11.24111374407583,0.8905739524445835
212021456,34.092849135607025,0.4219931836145399,-0.0785125699178722,14758,1881,1615,35,953.0,945.0,9.3054,1585.960839942399,12.745629489090662,0.4897108221329347
212021553,33.954015200846506,0.4323773122930816,-0.06749966448399182,17760,1534,2361,35,1059.0,1051.0,9.8836,1796.9161034440892,8.637387387387388,0.35087688737241507
212021554,34.088354430834116,0.4143389200470999,-0.09916617537944213,11254,773,2175,34,1044.0,1031.0,4.9713,2263.794178585078,6.868668917718145,0.4852161173600251
212031300,33.71218915256841,0.4274459454772523,-0.07952162114509145,21281,2635,1477,35,920.0,906.0,13.027,1633.6071236662317,12.381936939053617,0.10905083909432278
212031303,32.604930980330195,0.49606933841697193,-0.058834176289107566,17400,1722,2228,32,1054.0,1031.0,81.662,213.07340011265947,9.89655172413793,-0.9982073331438954
212031304,33.85625314683443,0.4106176957071811,-0.03955841406472246,21535,1598,1903,32,989.0,973.0,12.898,1669.6387036749884,7.420478291153936,0.2531148333603426
212031306,34.866163646520036,0.39657293514846725,-0.0755327399011017,18027,1294,2330,33,1021.0,1026.0,7.3583,2449.8865227022548,7.178121706329395,1.2630253330459453
212031308,32.06474826725213,0.5013377404078916,-0.08055164372216354,8024,1266,1895,40,1036.0,988.0,98.5112,81.45266731092505,15.77766699900299,-1.5383900462219628
212031457,33.79198850950285,0.46216674304127325,-0.13249439733440588,13152,1352,2352,36,1030.0,1023.0,6.2204,2114.3334833772747,10.279805352798054,0.18885019602875985
212031458,34.1229286853402,0.4570607510965914,-0.11174375813527986,16713,1379,2011,33,968.0,965.0,6.7771,2466.099068923286,8.251062047507927,0.5197903718661081
212031555,33.4345866816267,0.3974888825110087,-0.029048325381195884,10535,690,2288,32,1066.0,1067.0,6.8833,1530.5158862754784,6.549596582819175,-0.16855163184739297
212031556,33.567882625310844,0.41276787571327633,-0.0005901808838626413,14802,413,2193,29,1046.0,1042.0,19.6543,753.1176383793877,2.790163491420078,-0.035255688163246646
212031557,34.58164224581013,0.4225570936692261,-0.061332978522954204,23415,1996,1931,31,1001.0,984.0,11.0254,2123.732472291255,8.524450138799915,0.9785039323360394
212031558,35.418411597188324,0.3975238661817411,-0.038869720800316164,12289,1051,1958,30,1019.0,1004.0,5.3272,2306.8403664213843,8.552363902677191,1.8152732837142338
212031559,34.18634480504383,0.3842161058094209,-0.0518303921085671,12772,603,2184,30,1013.0,1012.0,5.4545,2341.552846273719,4.721265267773254,0.5832064915697401
212031560,33.71246101543174,0.4448089438534657,-0.1063102133150943,11910,1101,1686,34,946.0,931.0,4.7849,2489.080231561788,9.244332493702773,0.1093227019576517
212031561,33.55735510564942,0.42197346881936965,-0.07780798453365687,12715,1143,1623,32,917.0,917.0,8.2189,1547.0440083222816,8.989382618953991,-0.0457832078246696
212031562,34.26068624515598,0.417352360998652,-0.0805017929693677,13368,1526,1462,34,893.0,898.0,5.1234,2609.204824920951,11.415320167564332,0.65754793168189
212041309,34.8973333052905,0.3706678887502185,-0.039399249636184644,11554,2837,1659,44,990.0,995.0,6.3227,1827.383870814684,24.554266920547,1.2941949918164113
212041310,35.09174109439033,0.33361739182781386,-0.02555776148016428,13381,2077,1630,34,954.0,979.0,7.938,1685.6890904509953,15.522008818473957,1.4886027809162385
212041312,34.24022307479027,0.42377955695944375,-0.07691693266620202,22526,4148,1436,38,926.0,934.0,9.459,2381.4356697325297,18.41427683565657,0.6370847613161814
212041313,33.9699993055505,0.4504329870630257,-0.09381044340328108,10499,2321,1981,45,1066.0,1048.0,7.2437,1449.3974074022944,22.10686732069721,0.3668609920764112
212041316,34.70159379572535,0.3437916291608586,-0.044958238771321116,7456,1458,1453,40,936.0,936.0,3.7574,1984.3508809283012,19.55472103004292,1.0984554822512607
212041317,33.86650051859266,0.36278407504094257,-0.06075642426382398,22248,3642,1401,36,845.0,900.0,11.1052,2003.385801246263,16.370010787486518,0.2633622051185682
212041318,34.44641627888283,0.379972471521408,-0.05976540040917868,12621,2057,1505,38,831.0,878.0,4.56,2767.763157894737,16.298233103557564,0.8432779654087383
212041459,34.079048001268994,0.3873429242886478,-0.07220248018309425,12739,1773,1359,35,904.0,921.0,3.7671,3381.646359268402,13.91788994426564,0.4759096877949034
212041460,34.44234326276972,0.3585612422782177,-0.057805503864642414,19591,3186,1399,36,853.0,888.0,4.7946,4086.0551453718767,16.26256954724108,0.8392049492956275
212041563,34.44258573165833,0.35670669045744113,-0.05015034360206465,21487,3110,1208,35,828.0,872.0,8.041,2672.180077104837,14.473867920137758,0.8394474181842426
212041564,33.91532287492909,0.30814427324690646,-0.004052145508425279,9350,1197,1288,32,818.0,864.0,53.7832,173.84610807835904,12.802139037433156,0.3121845614549983
212041565,34.86273838005639,0.33209546086865316,-0.04226899527366283,15096,3113,1525,40,914.0,924.0,6.6053,2285.437451743297,20.621356650768416,1.2596000665823013
212041566,33.42779549175264,0.44901851543680554,-0.043126174194425895,15093,1164,2493,34,1039.0,1074.0,23.6738,637.5402343518996,7.712184456370502,-0.17534282172145055
212051319,32.919425489459734,0.42965145724895876,-0.08948268239170779,19507,2981,2011,36,1033.0,1067.0,6.7088,2907.6735034581443,15.281693750961193,-0.6837128240143571
212051321,33.18090353491469,0.46371536856246526,-0.10689146599329158,21603,4644,1949,42,1055.0,1084.0,9.1645,2357.2480768181567,21.49701430356895,-0.4222347785593996
212051322,33.314506182287815,0.41812929304183905,-0.0854261411594409,21036,3789,1890,39,1039.0,1074.0,7.6758,2740.561244430548,18.011979463776385,-0.28863213118627584
212051323,32.26877281309281,0.461070052310076,-0.10191206320101291,16073,2948,2049,40,1065.0,1091.0,6.484,2478.871067242443,18.341317737821196,-1.3343655003812813
212051324,32.87189786315967,0.40902072878464324,-0.0789136903654449,19265,3627,2079,40,1068.0,1092.0,8.7006,2214.215111601499,18.82688813911238,-0.7312404503144236
212051325,34.31317056203194,0.36332026542269613,-0.054850680562207065,19889,3904,1913,40,1038.0,1043.0,10.7189,1855.5075614102195,19.628940620443466,0.7100322485578516
212051326,33.238894512690976,0.3847415299936754,-0.05325434425870033,22928,3492,1956,37,1038.0,1056.0,10.1702,2254.4296080706376,15.230286113049546,-0.3642438007831146
212051327,32.96222865958614,0.4707827151266911,-0.11343043358497307,20652,6067,1818,48,1066.0,1080.0,10.4394,1978.2746134835336,29.377300019368587,-0.6409096538879524
212051567,34.324732314623446,0.30398343835065833,-0.03169648055757623,9829,799,1278,26,981.0,1029.0,5.2293,1879.6014762970185,8.129006002645234,0.7215940011493558
212051568,34.673896690795914,0.2959274267441431,-0.0134850181359974,12052,1386,1711,30,983.0,1013.0,4.1819,2881.94361414668,11.500165947560571,1.0707583773218232
213011328,34.933906927690664,0.3502758346442788,-0.03680967197196404,7502,1170,1366,36,903.0,930.0,4.5883,1635.028223960944,15.59584110903759,1.3307686142165736
213011329,35.06148609837516,0.34092974867147974,-0.026226869296663635,10038,1031,2062,36,951.0,968.0,4.4061,2278.2052154966977,10.270970312811317,1.458347784901072
213011331,36.05640413255193,0.3142970905715401,0.017715810587417953,8077,1255,1486,39,899.0,902.0,3.5055,2304.093567251462,15.537947257645165,2.453265819077842
213011332,34.822751402658795,0.36149346993925585,-0.03143008899608386,13082,2747,1553,42,965.0,959.0,7.6597,1707.899787197932,20.998318299954136,1.2196130891847048
213011333,34.961863369366654,0.32777987968910394,-0.02132070199583948,13983,2457,1246,38,827.0,854.0,4.4323,3154.795478645399,17.571336623042267,1.3587250558925632
213011334,34.42456821046442,0.3300638486845154,-0.02081553938059607,20581,3449,1183,36,825.0,863.0,6.5225,3155.3852050594096,16.758175015791263,0.8214298969903311
213011335,34.98977468637009,0.32165571493288475,-0.007602001708277679,17454,3319,1232,38,821.0,869.0,6.2647,2786.0871230865005,19.01569840724189,1.3866363728959996
213011336,34.62905325076737,0.3086874458467571,-0.01829315587886172,9445,1250,1566,35,931.0,957.0,4.732,1995.984784446323,13.234515616728428,1.0259149372932796
213011337,35.24506309381137,0.2856938151121954,0.00115645659113587,12047,1978,1399,37,865.0,904.0,8.0239,1501.3895985742597,16.41902548352287,1.641924780337277
213011338,35.39217269862951,0.26756404096468833,0.0018182969711014,18558,3380,1416,38,884.0,906.0,12.9688,1430.9727962494603,18.213169522577864,1.7890343851554178
213011339,36.257737134048064,0.3082384091776763,-0.02179820220934058,11726,1595,1820,37,983.0,968.0,3.9479,2970.186681526888,13.602251407129456,2.6545988205739732
213011340,35.66683077256707,0.3630575662934342,0.0010310821803650005,16910,2904,2167,45,1042.0,1026.0,18.4632,915.8759045019282,17.173270254287402,2.0636924590929766
213011569,35.577445718648434,0.34100866279965414,-0.02900440539568862,18004,2588,1459,35,899.0,912.0,8.0769,2229.073035446768,14.374583425905357,1.9743074051743434
213011570,35.24535166347136,0.24396769090648904,0.03401884158032552,8653,436,2271,32,987.0,995.0,13.2579,652.6674661899698,5.038714896567664,1.6422133499972702
213021341,33.09342028639584,0.32665535192011863,-0.058116910685883684,13556,2655,1861,42,1040.0,1048.0,17.6826,766.6293418388698,19.585423428740043,-0.5097180270782502
213021342,33.34213488161446,0.34156638813633927,-0.081444234012924,18479,3324,1573,41,983.0,967.0,10.5419,1752.909817015908,17.987986362898425,-0.2610034318596277
213021343,35.16498548016942,0.2519866217680559,-0.0050228020309870695,14931,2752,1740,37,968.0,993.0,16.1844,922.5550530140137,18.431451342843747,1.5618471666953297
213021344,33.5283808993453,0.2748627107881866,-0.03552316536050984,18753,2097,2555,38,1075.0,1103.0,8.8407,2121.212121212121,11.182210846264596,-0.07475741412878989
213021345,35.14837218381362,0.356660499153892,-0.06781366924855944,4952,563,2042,37,1024.0,1006.0,1.6199,3056.978825853448,11.369143780290791,1.5452338703395299
213021346,33.039323995028404,0.3000946276702251,-0.0402183126450926,15912,2905,2382,45,1067.0,1101.0,7.3463,2165.988320651212,18.256661639014578,-0.5638143184456865
213031347,34.362759923429586,0.31883662654137795,-0.02601762483519074,19068,2249,1686,34,925.0,965.0,7.4843,2547.7332549470225,11.794629746171596,0.7596216099554951
213031348,34.546349608879055,0.26469122406150214,-0.01402443550003388,17131,1878,1763,34,987.0,1030.0,4.9671,3448.893720682088,10.96258245286323,0.9432112954049643
213031349,34.08661476983303,0.35292125295520893,-0.043230110869445296,12573,1432,2020,36,1045.0,1063.0,5.4934,2288.7464957949537,11.389485405233437,0.483476456358936
213031350,33.9236497886382,0.2774213601562668,0.01245677710037387,9247,886,2364,37,1060.0,1103.0,1.6803,5503.183955246087,9.581485887314804,0.3205114751641105
213031351,35.665044020308535,0.231080848587012,0.02087552136559345,11735,1169,1988,35,1016.0,1046.0,5.9807,1962.1448994264888,9.96165317426502,2.0619057068344446
213031352,34.13804040276395,0.2878052628991781,-0.01345849107444715,15463,1656,2483,37,1077.0,1109.0,5.62,2751.423487544484,10.709435426501972,0.5349020892898579
213041353,33.448499626228184,0.439017437844202,-0.021072589071932234,24717,3989,1807,37,1011.0,983.0,196.2983,125.9155071643514,16.138689970465673,-0.15463868724590668
213041358,36.412951499471504,0.3350831231213628,0.036728519288712805,21208,2101,1621,33,940.0,920.0,24.2021,876.2875948781303,9.906639004149378,2.809813185997413
213041359,35.65836576122615,0.33495561698974113,0.07881905753931336,17553,664,2123,31,1035.0,1029.0,125.7609,139.57438281691685,3.782829146014926,2.05522744775206
213041360,36.402634964908884,0.30876612211848364,-0.03530681886010835,19539,1519,2315,34,1034.0,1023.0,5.9679,3274.0159855225456,7.774195199344899,2.7994966514347936
213041461,36.443953000484086,0.3180716851941615,-0.00060563158694392,5800,919,1871,37,982.0,982.0,2.552,2272.7272727272725,15.844827586206897,2.8408146870099955
213041462,36.3288870842635,0.324100745225597,-0.034310468387140955,6377,356,2246,33,1006.0,1007.0,1.9954,3195.8504560489123,5.582562333385605,2.7257487707894086
213041463,35.56976317763942,0.33319754450802197,-0.043586794044846465,20365,1814,2133,35,1014.0,1011.0,6.9526,2929.120041423352,8.907439233979868,1.9666248641653326
213041571,36.000412056692944,0.3211702978226808,0.01820622895599328,9829,1151,1627,33,952.0,937.0,10.6929,919.2080726463354,11.710245192796826,2.397273743218854
213041572,36.35614618715002,0.3370895069193482,0.06895320278498193,7598,193,2056,29,1007.0,1001.0,19.7593,384.5277919764365,2.5401421426691235,2.7530078736759265
213041573,37.61514463558693,0.3417740342775927,0.11609716457710455,2990,238,2562,35,1090.0,1056.0,69.4885,43.02870259107622,7.959866220735785,4.012006322112839
213041574,35.58532722885464,0.32075504563489665,0.07576809697411603,10098,463,2254,31,1047.0,1035.0,58.7312,171.93587054240336,4.585066349772232,1.9821889153805472
213041575,35.365474233024614,0.3473735950979674,-0.02490389110688175,16182,1536,2212,36,1035.0,1013.0,7.8166,2070.209554026047,9.492028179458655,1.762335919550523
213041576,34.411346867506396,0.4209562775830865,0.03137837730936044,11632,1404,1556,35,947.0,921.0,120.8438,96.25648978267812,12.070151306740028,0.808208554032305
213041577,35.34531006170693,0.3394743938225252,0.0041473433180414295,7886,1594,1061,39,849.0,843.0,9.8614,799.6836149025494,20.213035759573927,1.7421717482328418
213041578,35.82265755576738,0.28562481592907474,0.02307511114294344,16658,1831,1363,32,877.0,881.0,11.0206,1511.5329473894344,10.991715692159923,2.2195192422932877
213051361,36.17994104587169,0.3148133571290854,-0.023992062683866548,18446,2295,1705,37,970.0,955.0,10.9136,1690.184723647559,12.441721782500272,2.576802732397603
213051362,35.40593706412314,0.33053676920377495,-0.03895848032402538,18772,2932,1470,37,944.0,936.0,7.0114,2677.354023447528,15.619007031749414,1.8027987506490462
213051363,36.37563990687244,0.22998418745569102,0.019047595882195928,11459,699,2091,32,993.0,1015.0,22.2451,515.1246791428224,6.1000087267649885,2.772501593398353
213051368,30.868868425907145,0.39874938838423024,-0.11578430891624898,16810,2593,1802,37,1005.0,1001.0,114.0332,147.41320948636013,15.425342058298632,-2.7342698875669456
213051464,33.44428813537927,0.3388017961011373,-0.0675888139368931,19274,1129,2381,33,1051.0,1072.0,19.0354,1012.5345409079926,5.85763204316696,-0.1588501780948235
213051466,35.6306949786564,0.3274510323268348,0.008827797623287708,19091,803,2522,33,1072.0,1087.0,9.4219,2026.236746303824,4.206170446807396,2.02755666518231
213051467,34.16635706427776,0.36248197702799606,-0.058310897106616875,19010,2895,1374,36,895.0,897.0,7.7569,2450.721293300159,15.228826933193057,0.5632187508036708
213051468,35.93988700791026,0.3370530901078169,0.0879533214630506,22341,1794,1995,32,1007.0,992.0,127.6631,174.99966709252712,8.030079226534175,2.3367486944361673
213051579,37.657654928853354,0.3399141327608641,0.12417965031010998,10616,379,2309,31,1041.0,1037.0,72.0339,147.37505535588105,3.5700828937452904,4.0545166153792636
213051580,35.65973973273664,0.3386280678896859,-0.06058553009174382,14167,1305,2185,36,1040.0,1033.0,5.5527,2551.37140490212,9.211547963577328,2.056601419262549
213051581,36.54774062981978,0.3235374433851483,-0.04899375032559593,9565,597,2439,34,1054.0,1057.0,2.938,3255.6160653505785,6.241505488761108,2.944602316345687
213051582,36.28704188971604,0.32328567903794136,0.08363690522620963,10132,212,2086,29,1025.0,1021.0,36.7062,276.0296625638175,2.0923805763916303,2.6839035762419527
213051583,36.681788362075096,0.2847879457679289,-0.02385627617458963,28116,1332,2164,30,1015.0,1011.0,7.9607,3531.850214177145,4.737516005121639,3.0786500486010056
213051584,36.042224721526374,0.3000082565665878,0.08283099108671196,7197,115,2198,29,1032.0,1031.0,14.3452,501.7009173800295,1.597888008892594,2.439086408052283
